date,F_Value
2005-08-31,-0.019308921120843273
2005-09-30,-0.011542758609563164
2005-10-31,-0.004017759773968489
2005-11-30,0.003992282588631038
2005-12-30,-0.005237297410555085
2006-01-31,0.02294491337611465
2006-02-28,-0.004439511092217574
2006-03-31,0.004431284996559911
2006-04-28,0.018798979500778874
2006-05-31,-0.0010774889882678267
2006-06-30,0.02906777383554007
2006-07-31,0.03773514281742105
2006-08-31,0.00010595167860117868
2006-09-29,0.03890251610515074
2006-10-31,0.0060173382295032884
2006-11-30,0.028955143675811174
2006-12-29,-0.0028058812427917967
2007-01-31,0.0035931277565205005
2007-02-28,-0.0003277562129698204
2007-03-30,0.014274764971992353
2007-04-30,-0.017103042715840476
2007-05-31,-0.002095801613422911
2007-06-29,-0.014084340504306053
2007-07-31,0.005986844855117999
2007-08-31,-0.02523003369507925
2007-09-28,-0.04320123128532567
2007-10-31,-0.004227792539272468
2007-11-30,0.000422724577759861
2007-12-31,0.03285541320692616
2008-01-31,-0.014027449340685092
2008-02-29,-0.0032606277027856546
2008-03-31,-0.02780230369562659
2008-04-30,-0.012530332375319838
2008-05-30,-0.053544176037108204
2008-06-30,0.048310100742267346
2008-07-31,0.01934052005958822
2008-08-29,0.031097617921816437
2008-09-30,0.014974239755587065
2008-10-31,-0.022266363469704217
2008-11-28,0.044966209960581476
2008-12-31,-0.009184933682483479
2009-01-30,-0.04289314351953741
2009-02-27,0.013680464512665552
2009-03-31,0.08957097183014537
2009-04-30,0.015847284095951458
2009-05-29,-0.010015199727093846
2009-06-30,0.11689394795163115
2009-07-31,0.03206410542964631
2009-08-31,0.0025653786663156763
2009-09-30,-0.022266689209219256
2009-10-30,0.008782053997407682
2009-11-30,0.00316617561900117
2009-12-31,0.017279325074642388
2010-01-29,-0.0014476559865790467
2010-02-26,-0.006445865246969537
2010-03-31,0.007596715868277062
2010-04-30,0.00020168190908594064
2010-05-28,0.005342774973262715
2010-06-30,0.006469566105372845
2010-07-30,-0.003401227364234302
2010-08-31,1.39900276453081e-05
2010-09-30,-0.015428537914027225
2010-10-29,-0.015236772702115126
2010-11-30,0.019123999039407966
2010-12-31,0.016738081453136086
2011-01-31,-0.008664360434620252
2011-02-28,-6.946689536778405e-05
2011-03-31,0.006867548832929081
2011-04-29,0.06293830352609248
2011-05-31,-0.011232818363553713
2011-06-30,-0.013742542139022484
2011-07-29,-0.01161674042558572
2011-08-31,-0.0034793035304924447
2011-09-30,0.09522406841076614
2011-10-31,0.00033457618376754085
2011-11-30,0.025525320172940402
2011-12-30,0.007928475601345589
2012-01-31,0.0045910133860758845
2012-02-29,-0.0029244511599969755
2012-03-30,-0.010835524268975945
2012-04-30,-0.014849195963011333
2012-05-31,0.022984243392529823
2012-06-29,0.017225446410387885
2012-07-31,0.00934575386742418
2012-08-31,0.007521832823100221
2012-09-28,0.01955833202977459
2012-10-31,-0.015947688624566983
2012-11-30,0.016202095101198313
2012-12-31,0.009479273475425293
2013-01-31,0.003013543088693371
2013-02-28,0.00300725929135328
2013-03-28,0.012305157429443006
2013-04-30,0.017527941502504172
2013-05-31,0.006523137708463928
2013-06-28,0.0013964200887162104
2013-07-31,-0.009003666264672309
2013-08-30,-0.003429927013587228
2013-09-30,0.005272393823736843
2013-10-31,-0.007140269104272505
2013-11-29,0.007317702656858029
2013-12-31,-0.006004171345018291
2014-01-31,-0.006162949574795712
2014-02-28,0.032471761937841126
2014-03-31,0.006697110235311754
2014-04-30,0.0011640371983895892
2014-05-30,0.008241023478588873
2014-06-30,0.004925771487018334
2014-07-31,-0.0051120603743887855
2014-08-29,-0.014926041775543207
2014-09-30,0.0018659868047703476
2014-10-31,-0.013662966736560575
2014-11-28,9.537368733741674e-05
2014-12-31,0.013660984538436921
2015-01-30,0.008514537880947234
2015-02-27,-0.0003716009177940679
2015-03-31,0.013525494010130987
2015-04-30,-0.01630433884793132
2015-05-29,-0.007335992724779639
2015-06-30,-0.00943285057369855
2015-07-31,0.0002445983558375317
2015-08-31,-0.013388120839406444
2015-09-30,0.009216972641515428
2015-10-30,-0.011003381811543499
2015-11-30,0.000719016957798975
2015-12-31,0.12614496564362757
2016-01-29,0.031026378863202083
2016-02-29,0.013701672820141661
2016-03-31,0.011528018402970887
2016-04-29,-0.016028548424481905
2016-05-31,0.03543092360422463
2016-06-30,0.013394881891862241
2016-07-29,0.009860847138074882
2016-08-31,0.0013668992116118894
2016-09-30,0.023117940323432423
2016-10-31,0.026472901077088835
2016-11-30,0.009741591448841484
2016-12-30,-0.009433478220175023
2017-01-31,0.005198385989543804
2017-02-28,-0.015142687268741732
2017-03-31,-0.013499173572675088
2017-04-28,-0.016323390045734958
2017-05-31,0.017510451202967875
2017-06-30,0.05405461737061333
2017-07-31,-0.00024708454921901473
2017-08-31,0.01643347158517582
2017-09-29,-0.017615783529424656
2017-10-31,0.0016602047413422638
2017-11-30,0.013687702706680323
2017-12-29,-0.007884730263232366
2018-01-31,-0.014344079546707574
2018-02-28,-0.008044201594110761
2018-03-29,-0.003296499825600558
2018-04-30,-0.026515274230231322
2018-05-31,0.020213906716415785
2018-06-29,0.015215877105514971
2018-07-31,-0.030888164517627693
2018-08-31,0.007006628246594162
2018-09-28,0.00898558965986622
2018-10-31,-0.007895026596153046
2018-11-30,-0.0436672085973083
2018-12-31,0.027916012776193933
2019-01-31,-0.011594576471453892
2019-02-28,-0.03132769123582171
2019-03-29,0.0063211159647872245
2019-04-30,-0.04490930289292841
2019-05-31,0.02050160123918257
2019-06-28,-0.0035713537392736364
2019-07-31,-0.05695705594544481
2019-08-30,0.0526222596452061
2019-09-30,0.0067695348143762095
2019-10-31,0.022883905654710428
2019-11-29,0.011550913312124409
2019-12-31,-0.04069286627870377
2020-01-31,-0.010844646399951668
2020-02-28,-0.056970738244566554
2020-03-31,0.2866611812561707
2020-04-30,-0.040727732109663656
2020-05-29,0.0234022767047366
2020-06-30,-0.04316004624886406
2020-07-31,0.019488648088493037
2020-08-31,0.007508979532675056
2020-09-30,0.03410070938354986
2020-10-30,0.0741271833461782
2020-11-30,0.008315586770969774
2020-12-31,0.056227735234570024
2021-01-29,0.04206170267227771
2021-02-26,0.02241953179629127
2021-03-31,-0.01784728775686209
2021-04-30,0.03405342367420391
2021-05-28,-0.022718374743012897
2021-06-30,-0.04535348080289231
2021-07-30,0.03632868989791018
2021-08-31,0.026717511461111974
2021-09-30,-0.035280461934306714
2021-10-29,-0.005770165280563001
2021-11-30,0.026815240282342737
2021-12-31,0.058999555510169485
2022-01-31,0.012118933381609591
2022-02-28,-0.042623223159464055
2022-03-31,0.012798482739492675
2022-04-29,0.016515663918883684
2022-05-31,-0.024906392020201562
2022-06-30,-0.009875906629154468
2022-07-29,0.0006481581678769721
2022-08-31,-0.005117236726995947
2022-09-30,0.012479701714106797
2022-10-31,-0.02014431520192926
2022-11-30,0.0019580593795112816
2022-12-30,0.03904392888199183
2023-01-31,-0.020530182715394973
2023-02-28,-0.0747836673802405
2023-03-31,-0.012943181291351679
2023-04-28,-0.02366562537203442
2023-05-31,0.010414224384262427
2023-06-30,0.021039302977933654
2023-07-31,-0.009687718772091406
2023-08-31,0.0025241831193066125
2023-09-29,-0.014223958556778
2023-10-31,0.058177695859166476
2023-11-30,0.03847698921090889
2023-12-29,-0.02352136575070831
2024-01-31,-0.04092241785632901
2024-02-29,0.030554031912970576
2024-03-28,0.0017750686940285684
2024-04-30,-0.008838388258957948
2024-05-31,-0.011682449665588235
2024-06-28,0.054346392507024964
2024-07-31,-0.02403191343070261
2024-08-30,-0.0001203307916130894
2024-09-30,0.0014024310616127505
2024-10-31,-0.03167766649381713
2024-11-29,0.023900343702893435
2024-12-31,-0.011570624846661742
2025-01-31,0.0010314540971045894
2025-02-28,-0.01849652421303745
2025-03-31,-0.053553101356711215
2025-04-30,0.17597145267512787
2025-05-30,0.09610816083138063
2025-06-30,0.008115427177261693
2025-07-31,0.043618316054551076
2025-08-29,0.0004298785469784971
2025-09-30,-0.008866977530906246
2025-10-31,0.014522802239063666
2025-11-28,0.024279971353398683
2025-12-31,0.030099648942903456
2026-01-30,0.0021148360820212007
